Customer,State,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Location Code,Marital Status,Policy Type,Policy Level,Renew Offer Type,Sales Channel,Vehicle Class,Vehicle Size,Effective To Date - Month,Effective To Date - Year
MC38650,Nevada,No,Extended,High School or Below,2011-02-02,Employed,M,Rural,Married,Personal Auto,3,2,Call Center,Standard,Medsize,2,2011
No73819,California,No,Extended,Master,2011-01-15,Employed,F,Suburban,Married,Personal Auto,1,2,Agent,Sports,Large,1,2011
OW84864,California,No,Extended,College,2011-01-31,Unemployed,F,Suburban,Single,Personal Auto,3,2,Web,Standard,Medsize,1,2011
BV91898,Arizona,No,Basic,Bachelor,2011-02-03,Unemployed,F,Suburban,Single,Personal Auto,1,3,Web,Sports,Medsize,2,2011
WQ54314,Oregon,No,Basic,Bachelor,2011-01-19,Employed,F,Suburban,Married,Personal Auto,1,1,Agent,Standard,Small,1,2011
NM57315,California,Yes,Basic,Bachelor,2011-01-17,Employed,M,Suburban,Divorced,Special Auto,3,2,Call Center,Standard,Small,1,2011
JB51220,Oregon,No,Premium,High School or Below,2011-02-15,Unemployed,F,Suburban,Single,Corporate Auto,2,1,Call Center,Sports,Medsize,2,2011
EN77569,Oregon,Yes,Extended,College,2011-01-28,Employed,F,Suburban,Married,Special Auto,3,2,Agent,Standard,Small,1,2011
YP47665,Washington,No,Basic,Doctor,2011-01-25,Employed,M,Rural,Married,Personal Auto,3,2,Agent,Standard,Medsize,1,2011
QO54008,Oregon,No,Extended,Master,2011-01-08,Unemployed,M,Suburban,Divorced,Personal Auto,3,1,Call Center,Sports,Small,1,2011
EQ59908,California,Yes,Extended,Master,2011-01-16,Employed,M,Urban,Married,Corporate Auto,3,3,Agent,Standard,Medsize,1,2011
YU72540,Arizona,No,Basic,College,2011-02-08,Employed,F,Rural,Married,Personal Auto,3,1,Call Center,Standard,Medsize,2,2011
BZ50261,Arizona,No,Basic,High School or Below,2011-01-14,Employed,F,Rural,Married,Personal Auto,2,4,Branch,Standard,Small,1,2011
QE92747,Oregon,No,Premium,Bachelor,2011-01-13,Employed,F,Suburban,Married,Corporate Auto,2,1,Agent,Standard,Medsize,1,2011
KG83280,California,Yes,Extended,College,2011-02-12,Employed,F,Suburban,Divorced,Personal Auto,1,1,Branch,Standard,Medsize,2,2011
IL42365,Arizona,No,Extended,High School or Below,2011-01-29,Employed,F,Suburban,Married,Personal Auto,2,1,Branch,Sports,Medsize,1,2011
FI86516,Oregon,No,Basic,Bachelor,2011-01-26,Unemployed,F,Suburban,Single,Corporate Auto,1,1,Agent,Standard,Small,1,2011
FV14881,California,No,Basic,Doctor,2011-02-28,Employed,F,Suburban,Married,Personal Auto,3,4,Call Center,Luxury,Medsize,2,2011
RR54950,Arizona,No,Basic,College,2011-02-27,Employed,M,Suburban,Married,Special Auto,2,1,Branch,Standard,Small,2,2011
FC70869,Arizona,No,Extended,High School or Below,2011-02-01,Employed,F,Suburban,Married,Personal Auto,2,4,Web,Standard,Medsize,2,2011
PB60303,Oregon,No,Extended,Master,2011-02-15,Employed,F,Suburban,Married,Personal Auto,3,4,Branch,Luxury,Medsize,2,2011
HO50571,California,Yes,Extended,College,2011-02-14,Employed,F,Suburban,Married,Personal Auto,3,1,Branch,Sports,Medsize,2,2011
BH86846,Washington,No,Basic,High School or Below,2011-02-14,Employed,M,Rural,Married,Corporate Auto,3,4,Agent,Standard,Medsize,2,2011
PC42162,Oregon,No,Extended,Bachelor,2011-01-26,Unemployed,M,Suburban,Single,Personal Auto,3,1,Branch,Standard,Medsize,1,2011
KD21661,California,No,Premium,College,2011-02-05,Unemployed,M,Suburban,Single,Personal Auto,2,1,Agent,Sports,Large,2,2011
FZ73016,California,No,Basic,Bachelor,2011-02-09,Employed,F,Urban,Married,Personal Auto,3,1,Call Center,Sports,Medsize,2,2011
HJ19927,Nevada,No,Basic,Master,2011-02-16,Medical Leave,M,Rural,Married,Personal Auto,3,3,Agent,Standard,Medsize,2,2011
RJ99408,California,No,Basic,High School or Below,2011-02-23,Employed,M,Suburban,Married,Personal Auto,1,3,Branch,Standard,Medsize,2,2011
EL81968,Oregon,No,Extended,Bachelor,2011-02-15,Employed,M,Urban,Married,Personal Auto,2,2,Call Center,Standard,Medsize,2,2011
WU86174,California,No,Basic,Bachelor,2011-02-24,Unemployed,F,Suburban,Married,Personal Auto,3,1,Branch,Standard,Medsize,2,2011
DN21342,Oregon,No,Extended,College,2011-01-17,Unemployed,F,Suburban,Divorced,Personal Auto,2,1,Web,Standard,Small,1,2011
PB60406,California,No,Basic,Doctor,2011-02-25,Employed,F,Suburban,Single,Personal Auto,3,1,Agent,Standard,Small,2,2011
IY37465,Arizona,Yes,Basic,Bachelor,2011-01-26,Employed,M,Suburban,Married,Corporate Auto,3,2,Call Center,Standard,Medsize,1,2011
LF55270,Oregon,Yes,Extended,College,2011-02-01,Employed,F,Rural,Divorced,Personal Auto,2,2,Agent,Standard,Medsize,2,2011
UV69038,California,No,Extended,College,2011-01-11,Unemployed,M,Suburban,Single,Corporate Auto,2,1,Branch,Sports,Medsize,1,2011
IS63925,Arizona,Yes,Basic,College,2011-01-27,Retired,F,Suburban,Divorced,Personal Auto,2,1,Agent,Sports,Small,1,2011
CQ21583,Oregon,No,Extended,Doctor,2011-01-22,Medical Leave,M,Suburban,Married,Personal Auto,3,2,Call Center,Standard,Medsize,1,2011
PR21713,Nevada,Yes,Basic,High School or Below,2011-01-06,Employed,M,Urban,Married,Personal Auto,3,2,Agent,Standard,Large,1,2011
XE10977,Oregon,No,Basic,High School or Below,2011-01-01,Employed,F,Urban,Married,Personal Auto,3,2,Web,Standard,Medsize,1,2011
JG87029,Oregon,No,Basic,High School or Below,2011-01-04,Employed,M,Suburban,Single,Personal Auto,2,2,Call Center,Standard,Small,1,2011
BK21146,Arizona,Yes,Basic,College,2011-01-30,Unemployed,M,Suburban,Married,Personal Auto,2,1,Branch,Sports,Medsize,1,2011
WE19034,Oregon,No,Basic,College,2011-01-01,Employed,M,Suburban,Married,Corporate Auto,2,4,Agent,Standard,Small,1,2011
DF62718,California,No,Extended,High School or Below,2011-02-20,Employed,F,Suburban,Married,Personal Auto,2,4,Agent,Standard,Large,2,2011
MS59254,Washington,No,Premium,High School or Below,2011-01-27,Unemployed,M,Suburban,Married,Corporate Auto,1,2,Branch,Standard,Small,1,2011
WC65050,California,No,Basic,Master,2011-02-16,Employed,F,Suburban,Divorced,Personal Auto,2,1,Branch,Standard,Medsize,2,2011
ST27958,Washington,Yes,Basic,College,2011-02-11,Retired,M,Suburban,Single,Personal Auto,3,1,Agent,Standard,Medsize,2,2011
XZ81226,Arizona,No,Extended,Bachelor,2011-01-01,Employed,F,Suburban,Married,Personal Auto,1,1,Branch,Standard,Medsize,1,2011
TU53781,Oregon,Yes,Extended,Bachelor,2011-02-10,Employed,F,Suburban,Divorced,Corporate Auto,3,1,Agent,Luxury,Medsize,2,2011
GC93551,Oregon,No,Basic,High School or Below,2011-02-27,Employed,F,Suburban,Divorced,Personal Auto,3,1,Branch,Standard,Medsize,2,2011
MO33279,California,No,Basic,College,2011-01-12,Employed,F,Suburban,Divorced,Personal Auto,2,3,Agent,Standard,Medsize,1,2011
LD20926,Arizona,No,Extended,Bachelor,2011-01-31,Unemployed,F,Suburban,Single,Personal Auto,2,1,Call Center,Standard,Large,1,2011
PW90662,Oregon,No,Extended,College,2011-01-27,Employed,M,Urban,Single,Personal Auto,2,1,Web,Sports,Medsize,1,2011
WS53288,Oregon,Yes,Extended,College,2011-02-01,Retired,F,Suburban,Single,Personal Auto,3,1,Branch,Standard,Small,2,2011
HE84643,California,No,Basic,High School or Below,2011-02-01,Unemployed,F,Suburban,Single,Personal Auto,3,2,Branch,Standard,Medsize,2,2011
CL37990,Arizona,No,Extended,Bachelor,2011-01-13,Unemployed,F,Suburban,Single,Corporate Auto,1,1,Call Center,Standard,Medsize,1,2011
HR87252,California,No,Basic,Bachelor,2011-02-13,Employed,F,Suburban,Divorced,Personal Auto,3,1,Branch,Sports,Medsize,2,2011
SB27146,Oregon,No,Premium,High School or Below,2011-01-26,Employed,F,Rural,Single,Personal Auto,3,3,Agent,Standard,Medsize,1,2011
KI58952,California,No,Premium,College,2011-02-24,Employed,F,Rural,Single,Personal Auto,2,1,Web,Sports,Large,2,2011
RM21896,Oregon,No,Extended,College,2011-01-19,Employed,F,Rural,Divorced,Personal Auto,3,3,Call Center,Standard,Medsize,1,2011
JS38272,Arizona,Yes,Extended,College,2011-01-19,Unemployed,M,Suburban,Married,Personal Auto,2,2,Agent,Sports,Medsize,1,2011
NJ15094,Washington,No,Basic,Bachelor,2011-02-18,Unemployed,F,Suburban,Married,Personal Auto,3,1,Agent,Standard,Medsize,2,2011
MZ88454,Oregon,No,Basic,Bachelor,2011-01-24,Unemployed,F,Suburban,Single,Personal Auto,1,1,Call Center,Standard,Medsize,1,2011
PO27978,Oregon,No,Basic,Doctor,2011-02-19,Employed,F,Urban,Single,Personal Auto,1,1,Call Center,Standard,Medsize,2,2011
VT28596,California,No,Basic,High School or Below,2011-02-24,Unemployed,F,Suburban,Single,Personal Auto,2,2,Branch,Standard,Medsize,2,2011
TI19722,Washington,Yes,Extended,Doctor,2011-02-18,Employed,M,Rural,Divorced,Corporate Auto,2,2,Branch,Standard,Medsize,2,2011
DO83038,California,No,Basic,College,2011-01-21,Employed,F,Rural,Married,Personal Auto,3,2,Call Center,Standard,Medsize,1,2011
AG62087,California,No,Extended,Bachelor,2011-01-29,Employed,M,Urban,Married,Corporate Auto,3,3,Agent,Standard,Medsize,1,2011
BA56812,Oregon,No,Extended,Master,2011-02-10,Employed,M,Rural,Divorced,Corporate Auto,2,4,Branch,Standard,Medsize,2,2011
QF74147,California,No,Basic,College,2011-01-15,Employed,F,Rural,Divorced,Special Auto,2,1,Call Center,Standard,Medsize,1,2011
RN88075,Washington,No,Extended,Bachelor,2011-02-06,Unemployed,F,Suburban,Single,Personal Auto,1,1,Branch,Standard,Medsize,2,2011
OG71924,Oregon,No,Extended,Master,2011-02-26,Unemployed,F,Urban,Married,Personal Auto,3,2,Branch,Standard,Large,2,2011
YF87007,Oregon,Yes,Extended,High School or Below,2011-02-19,Retired,F,Suburban,Divorced,Corporate Auto,1,1,Agent,Standard,Large,2,2011
ZL18631,Arizona,No,Basic,College,2011-02-05,Employed,F,Suburban,Married,Personal Auto,2,2,Call Center,Standard,Medsize,2,2011
BZ71120,Oregon,No,Basic,College,2011-01-17,Employed,F,Urban,Married,Personal Auto,2,1,Branch,Sports,Medsize,1,2011
UP60200,California,No,Premium,Bachelor,2011-02-02,Employed,M,Rural,Married,Personal Auto,2,1,Call Center,Standard,Medsize,2,2011
XZ64172,Oregon,Yes,Premium,High School or Below,2011-02-08,Employed,M,Suburban,Divorced,Corporate Auto,2,1,Agent,Luxury,Medsize,2,2011
CA47176,Oregon,No,Extended,Bachelor,2011-02-17,Disabled,M,Suburban,Married,Personal Auto,3,1,Branch,Standard,Small,2,2011
CI68869,Arizona,No,Basic,College,2011-01-08,Unemployed,F,Suburban,Single,Personal Auto,3,3,Agent,Standard,Small,1,2011
XT10744,Arizona,No,Basic,College,2011-02-21,Employed,M,Suburban,Married,Special Auto,2,2,Call Center,Standard,Small,2,2011
HT48275,Oregon,No,Basic,Bachelor,2011-01-19,Employed,M,Urban,Married,Personal Auto,3,2,Call Center,Standard,Medsize,1,2011
HB48073,Arizona,No,Basic,Bachelor,2011-02-01,Employed,F,Urban,Married,Corporate Auto,2,1,Agent,Sports,Medsize,2,2011
MD43085,Oregon,No,Premium,Doctor,2011-02-08,Employed,F,Urban,Married,Personal Auto,3,2,Call Center,Standard,Medsize,2,2011
NJ11986,Arizona,No,Premium,Master,2011-01-18,Employed,F,Rural,Single,Corporate Auto,3,1,Web,Standard,Medsize,1,2011
HH55884,Arizona,No,Extended,College,2011-01-02,Disabled,M,Suburban,Single,Personal Auto,1,1,Agent,Standard,Medsize,1,2011
JP69867,Nevada,No,Premium,College,2011-02-19,Employed,M,Suburban,Divorced,Personal Auto,3,2,Call Center,Standard,Large,2,2011
FT86104,California,Yes,Basic,College,2011-01-10,Retired,M,Suburban,Single,Corporate Auto,2,1,Agent,Standard,Medsize,1,2011
GV39658,Arizona,No,Extended,College,2011-01-19,Medical Leave,F,Rural,Divorced,Corporate Auto,2,1,Branch,Sports,Medsize,1,2011
GB66110,California,No,Basic,Bachelor,2011-02-13,Unemployed,M,Suburban,Single,Personal Auto,1,1,Branch,Standard,Small,2,2011
VD51297,California,No,Basic,College,2011-01-09,Employed,M,Suburban,Single,Personal Auto,3,4,Call Center,Standard,Small,1,2011
EP29567,Washington,No,Extended,Master,2011-01-24,Retired,M,Suburban,Married,Corporate Auto,1,3,Web,Standard,Medsize,1,2011
PE59368,Washington,No,Basic,Bachelor,2011-01-19,Employed,F,Urban,Married,Personal Auto,3,1,Agent,Standard,Medsize,1,2011
DQ50538,Nevada,No,Basic,Bachelor,2011-02-11,Employed,M,Suburban,Married,Personal Auto,3,1,Branch,Sports,Medsize,2,2011
WP58340,Arizona,Yes,Premium,High School or Below,2011-02-08,Employed,M,Suburban,Divorced,Personal Auto,2,1,Agent,Luxury,Medsize,2,2011
TM23788,California,No,Extended,High School or Below,2011-02-09,Unemployed,M,Suburban,Divorced,Personal Auto,3,2,Agent,Standard,Medsize,2,2011
UF44021,California,No,Basic,Bachelor,2011-01-02,Unemployed,M,Suburban,Single,Personal Auto,2,1,Agent,Standard,Medsize,1,2011
WB96917,California,No,Extended,College,2011-01-03,Employed,M,Rural,Single,Personal Auto,1,4,Call Center,Standard,Medsize,1,2011
MN95006,California,No,Basic,Bachelor,2011-01-10,Employed,M,Rural,Married,Personal Auto,2,4,Call Center,Luxury,Medsize,1,2011
NP60037,Oregon,No,Basic,Bachelor,2011-02-23,Employed,M,Suburban,Divorced,Corporate Auto,3,1,Web,Luxury,Medsize,2,2011
NQ71171,California,No,Basic,Bachelor,2011-02-02,Employed,M,Rural,Married,Personal Auto,2,1,Agent,Standard,Medsize,2,2011
SM58898,California,No,Basic,High School or Below,2011-02-18,Employed,F,Suburban,Married,Corporate Auto,1,4,Call Center,Sports,Medsize,2,2011
FN98595,Nevada,No,Extended,High School or Below,2011-02-20,Employed,F,Rural,Married,Special Auto,2,2,Branch,Standard,Medsize,2,2011
TW94555,Nevada,Yes,Extended,College,2011-01-07,Employed,M,Rural,Married,Personal Auto,3,2,Agent,Sports,Medsize,1,2011
XW60886,California,No,Extended,High School or Below,2011-02-19,Unemployed,M,Suburban,Single,Personal Auto,3,4,Branch,Standard,Small,2,2011
IE84844,Nevada,No,Basic,High School or Below,2011-02-06,Unemployed,F,Suburban,Single,Personal Auto,2,3,Agent,Standard,Medsize,2,2011
HY76810,Oregon,No,Premium,Bachelor,2011-01-30,Unemployed,F,Rural,Married,Corporate Auto,3,2,Branch,Sports,Small,1,2011
JL41129,California,No,Basic,Bachelor,2011-01-19,Employed,M,Urban,Married,Personal Auto,1,2,Branch,Sports,Large,1,2011
OQ41280,Nevada,No,Extended,High School or Below,2011-02-01,Employed,M,Rural,Divorced,Corporate Auto,1,1,Agent,Standard,Medsize,2,2011
AP65984,Oregon,No,Extended,College,2011-02-26,Unemployed,F,Suburban,Single,Personal Auto,1,2,Agent,Sports,Medsize,2,2011
EE99484,Washington,Yes,Basic,High School or Below,2011-02-14,Employed,F,Rural,Single,Corporate Auto,3,2,Agent,Standard,Medsize,2,2011
XM39121,Arizona,No,Basic,College,2011-02-23,Unemployed,F,Suburban,Married,Personal Auto,1,1,Web,Standard,Small,2,2011
DK49336,Arizona,No,Basic,College,2011-02-18,Employed,M,Suburban,Married,Corporate Auto,3,3,Agent,Standard,Medsize,2,2011
HB43486,Washington,No,Extended,College,2011-02-02,Employed,F,Urban,Single,Personal Auto,2,1,Agent,Sports,Medsize,2,2011
KB15252,Arizona,No,Extended,College,2011-01-06,Unemployed,F,Suburban,Married,Personal Auto,3,1,Agent,Standard,Medsize,1,2011
BN83547,Nevada,No,Basic,High School or Below,2011-02-21,Employed,F,Rural,Married,Personal Auto,1,3,Agent,Standard,Medsize,2,2011
MC55901,California,No,Basic,High School or Below,2011-01-30,Employed,F,Urban,Married,Personal Auto,1,2,Agent,Standard,Medsize,1,2011
PZ98142,Arizona,No,Extended,College,2011-01-26,Unemployed,F,Suburban,Single,Personal Auto,2,3,Branch,Sports,Medsize,1,2011
GB43363,Oregon,No,Premium,College,2011-01-24,Unemployed,M,Suburban,Single,Personal Auto,3,1,Branch,Standard,Small,1,2011
TH67541,Arizona,No,Basic,High School or Below,2011-01-07,Medical Leave,F,Urban,Married,Corporate Auto,3,1,Agent,Standard,Medsize,1,2011
WC21901,Arizona,No,Basic,College,2011-02-03,Employed,M,Suburban,Single,Personal Auto,3,1,Branch,Standard,Medsize,2,2011
CL38124,Oregon,No,Basic,Bachelor,2011-01-10,Employed,F,Urban,Married,Personal Auto,2,1,Agent,Standard,Medsize,1,2011
XH89851,California,No,Extended,College,2011-02-03,Employed,F,Suburban,Single,Personal Auto,1,1,Agent,Standard,Medsize,2,2011
KA58700,Nevada,No,Extended,College,2011-01-03,Employed,M,Suburban,Single,Corporate Auto,3,1,Agent,Standard,Medsize,1,2011
ZB40259,California,No,Basic,Doctor,2011-01-19,Employed,M,Rural,Divorced,Corporate Auto,3,1,Web,Standard,Medsize,1,2011
JV63229,Arizona,No,Extended,Bachelor,2011-02-07,Employed,M,Suburban,Divorced,Personal Auto,2,2,Branch,Standard,Medsize,2,2011
SI31035,Arizona,No,Basic,Doctor,2011-01-03,Employed,M,Suburban,Married,Personal Auto,3,4,Branch,Standard,Medsize,1,2011
JW30054,Oregon,No,Premium,High School or Below,2011-02-22,Employed,M,Suburban,Married,Corporate Auto,1,1,Branch,Standard,Medsize,2,2011
AP56340,Washington,No,Basic,Bachelor,2011-02-26,Disabled,M,Suburban,Married,Personal Auto,2,1,Agent,Standard,Medsize,2,2011
FN44127,Oregon,Yes,Extended,College,2011-01-05,Medical Leave,M,Suburban,Married,Personal Auto,2,2,Branch,Standard,Small,1,2011
QE79527,California,Yes,Extended,Bachelor,2011-02-10,Employed,F,Suburban,Divorced,Personal Auto,1,1,Agent,Luxury,Medsize,2,2011
UP36767,California,No,Basic,College,2011-02-13,Employed,M,Urban,Married,Personal Auto,3,3,Branch,Sports,Medsize,2,2011
PG43749,Oregon,No,Premium,College,2011-02-08,Disabled,F,Suburban,Married,Personal Auto,1,3,Call Center,Standard,Medsize,2,2011
LL96228,Oregon,No,Basic,Master,2011-02-25,Employed,M,Rural,Married,Corporate Auto,2,1,Branch,Sports,Medsize,2,2011
OV40993,Nevada,No,Basic,College,2011-02-27,Disabled,F,Suburban,Married,Personal Auto,2,1,Branch,Sports,Small,2,2011
MA80983,Oregon,No,Premium,College,2011-01-31,Employed,M,Rural,Married,Personal Auto,2,2,Branch,Sports,Large,1,2011
SA54664,Washington,No,Basic,Master,2011-02-18,Employed,M,Rural,Married,Personal Auto,2,2,Web,Standard,Large,2,2011
TW12556,Oregon,Yes,Basic,High School or Below,2011-01-29,Employed,F,Urban,Married,Personal Auto,3,1,Agent,Sports,Medsize,1,2011
TC88451,Nevada,No,Basic,High School or Below,2011-01-15,Employed,F,Urban,Married,Personal Auto,1,4,Call Center,Standard,Medsize,1,2011
BL93659,California,No,Extended,Bachelor,2011-02-14,Unemployed,M,Suburban,Married,Personal Auto,2,1,Call Center,Standard,Medsize,2,2011
SI20178,California,No,Basic,High School or Below,2011-02-21,Employed,M,Suburban,Married,Personal Auto,3,3,Branch,Sports,Medsize,2,2011
KC50464,Arizona,Yes,Basic,Master,2011-01-14,Employed,F,Rural,Single,Corporate Auto,2,2,Web,Standard,Medsize,1,2011
HG64216,California,No,Basic,College,2011-01-29,Employed,M,Suburban,Married,Personal Auto,3,2,Branch,Standard,Medsize,1,2011
XM91056,California,No,Basic,High School or Below,2011-01-19,Employed,F,Suburban,Single,Personal Auto,2,1,Agent,Standard,Medsize,1,2011
KN13494,Washington,Yes,Basic,Master,2011-02-03,Employed,F,Suburban,Married,Personal Auto,1,2,Agent,Standard,Small,2,2011
OC47565,Oregon,No,Basic,College,2011-01-09,Employed,F,Suburban,Married,Special Auto,3,4,Branch,Standard,Medsize,1,2011
HH14259,Arizona,No,Basic,Bachelor,2011-01-09,Unemployed,F,Rural,Married,Personal Auto,3,4,Web,Standard,Medsize,1,2011
QF66741,Nevada,No,Basic,College,2011-02-25,Unemployed,M,Suburban,Married,Personal Auto,2,3,Branch,Standard,Medsize,2,2011
LY46898,California,No,Basic,High School or Below,2011-02-04,Employed,M,Suburban,Married,Corporate Auto,1,1,Branch,Standard,Medsize,2,2011
MK73855,Washington,No,Basic,High School or Below,2011-02-12,Employed,F,Suburban,Married,Personal Auto,2,1,Agent,Standard,Medsize,2,2011
HU82227,Arizona,No,Premium,College,2011-02-23,Employed,M,Urban,Married,Corporate Auto,2,1,Agent,Standard,Medsize,2,2011
FF75737,Oregon,No,Basic,High School or Below,2011-02-24,Employed,F,Suburban,Divorced,Personal Auto,3,1,Branch,Standard,Small,2,2011
KJ50265,Washington,No,Extended,High School or Below,2011-01-12,Disabled,M,Suburban,Married,Personal Auto,3,1,Branch,Standard,Medsize,1,2011
OQ82364,Nevada,Yes,Extended,Bachelor,2011-01-27,Unemployed,F,Suburban,Divorced,Corporate Auto,3,1,Call Center,Standard,Large,1,2011
SO47345,Arizona,No,Basic,Master,2011-01-26,Employed,F,Urban,Married,Personal Auto,2,1,Agent,Sports,Medsize,1,2011
JN51592,Arizona,No,Extended,Bachelor,2011-02-19,Employed,F,Suburban,Married,Special Auto,1,1,Branch,Luxury,Medsize,2,2011
FH36069,Arizona,No,Basic,College,2011-02-13,Employed,F,Suburban,Married,Personal Auto,2,4,Branch,Sports,Medsize,2,2011
ZW32080,Nevada,No,Basic,Bachelor,2011-02-04,Employed,F,Suburban,Divorced,Personal Auto,3,1,Agent,Standard,Small,2,2011
ZH98656,Nevada,No,Basic,Master,2011-02-28,Employed,F,Suburban,Married,Personal Auto,3,1,Call Center,Sports,Large,2,2011
GZ31904,Oregon,No,Extended,College,2011-02-22,Employed,M,Urban,Married,Personal Auto,1,3,Call Center,Standard,Medsize,2,2011
PN47493,Oregon,No,Basic,College,2011-02-11,Employed,F,Urban,Married,Corporate Auto,3,1,Agent,Standard,Medsize,2,2011
CX18273,Arizona,No,Basic,Master,2011-02-25,Employed,M,Urban,Married,Personal Auto,3,3,Agent,Luxury,Medsize,2,2011
IG80173,California,No,Basic,Master,2011-02-20,Employed,F,Suburban,Married,Personal Auto,2,4,Agent,Standard,Small,2,2011
JG76775,Washington,No,Extended,High School or Below,2011-01-29,Employed,M,Suburban,Married,Personal Auto,1,1,Branch,Luxury,Medsize,1,2011
